date,series,value
2014-09-09,TP.DK.EUR.A,2.8003
2014-09-10,TP.DK.EUR.A,2.8218
2014-09-11,TP.DK.EUR.A,2.8492
2014-09-12,TP.DK.EUR.A,2.8333
2014-09-13,TP.DK.EUR.A,
2014-09-14,TP.DK.EUR.A,
2014-09-15,TP.DK.EUR.A,2.8455
2014-09-16,TP.DK.EUR.A,2.862
2014-09-17,TP.DK.EUR.A,2.86
2014-09-18,TP.DK.EUR.A,2.8586
2014-09-19,TP.DK.EUR.A,2.8623
2014-09-20,TP.DK.EUR.A,
2014-09-21,TP.DK.EUR.A,
2014-09-22,TP.DK.EUR.A,2.8624
2014-09-23,TP.DK.EUR.A,2.8781
2014-09-24,TP.DK.EUR.A,2.8745
2014-09-25,TP.DK.EUR.A,2.8677
2014-09-26,TP.DK.EUR.A,2.8607
2014-09-27,TP.DK.EUR.A,
2014-09-28,TP.DK.EUR.A,
2014-09-29,TP.DK.EUR.A,2.8748
2014-09-30,TP.DK.EUR.A,2.8914
2014-10-01,TP.DK.EUR.A,2.8746
2014-10-02,TP.DK.EUR.A,2.8771
2014-10-03,TP.DK.EUR.A,2.8709
2014-10-04,TP.DK.EUR.A,
2014-10-05,TP.DK.EUR.A,
2014-10-06,TP.DK.EUR.A,
2014-10-07,TP.DK.EUR.A,
2014-10-08,TP.DK.EUR.A,2.8709
2014-10-09,TP.DK.EUR.A,2.895
2014-10-10,TP.DK.EUR.A,2.8804
2014-10-11,TP.DK.EUR.A,
2014-10-12,TP.DK.EUR.A,
2014-10-13,TP.DK.EUR.A,2.8851
2014-10-14,TP.DK.EUR.A,2.878
2014-10-15,TP.DK.EUR.A,2.8862
2014-10-16,TP.DK.EUR.A,2.8718
2014-10-17,TP.DK.EUR.A,2.9027
2014-10-18,TP.DK.EUR.A,
2014-10-19,TP.DK.EUR.A,
2014-10-20,TP.DK.EUR.A,2.8824
2014-10-21,TP.DK.EUR.A,2.8667
2014-10-22,TP.DK.EUR.A,2.8642
2014-10-23,TP.DK.EUR.A,2.8513
2014-10-24,TP.DK.EUR.A,2.8334
2014-10-25,TP.DK.EUR.A,
2014-10-26,TP.DK.EUR.A,
2014-10-27,TP.DK.EUR.A,2.831
2014-10-28,TP.DK.EUR.A,2.8357
2014-10-29,TP.DK.EUR.A,
2014-10-30,TP.DK.EUR.A,2.8357
2014-10-31,TP.DK.EUR.A,2.7902
2014-11-01,TP.DK.EUR.A,
2014-11-02,TP.DK.EUR.A,
2014-11-03,TP.DK.EUR.A,2.7662
2014-11-04,TP.DK.EUR.A,2.7806
2014-11-05,TP.DK.EUR.A,2.7827
2014-11-06,TP.DK.EUR.A,2.7923
2014-11-07,TP.DK.EUR.A,2.8021
2014-11-08,TP.DK.EUR.A,
2014-11-09,TP.DK.EUR.A,
2014-11-10,TP.DK.EUR.A,2.8158
2014-11-11,TP.DK.EUR.A,2.8049
2014-11-12,TP.DK.EUR.A,2.8108
2014-11-13,TP.DK.EUR.A,2.8149
2014-11-14,TP.DK.EUR.A,2.7983
2014-11-15,TP.DK.EUR.A,
2014-11-16,TP.DK.EUR.A,
2014-11-17,TP.DK.EUR.A,2.791
2014-11-18,TP.DK.EUR.A,2.7861
2014-11-19,TP.DK.EUR.A,2.7777
2014-11-20,TP.DK.EUR.A,2.7933
2014-11-21,TP.DK.EUR.A,2.7959
2014-11-22,TP.DK.EUR.A,
2014-11-23,TP.DK.EUR.A,
2014-11-24,TP.DK.EUR.A,2.7667
2014-11-25,TP.DK.EUR.A,2.7609
2014-11-26,TP.DK.EUR.A,2.7702
2014-11-27,TP.DK.EUR.A,2.7688
2014-11-28,TP.DK.EUR.A,2.7644
2014-11-29,TP.DK.EUR.A,
2014-11-30,TP.DK.EUR.A,
2014-12-01,TP.DK.EUR.A,2.7535
2014-12-02,TP.DK.EUR.A,2.7667
2014-12-03,TP.DK.EUR.A,2.7605
2014-12-04,TP.DK.EUR.A,2.7578
2014-12-05,TP.DK.EUR.A,2.754
2014-12-06,TP.DK.EUR.A,
2014-12-07,TP.DK.EUR.A,
2014-12-08,TP.DK.EUR.A,2.7618
2014-12-09,TP.DK.EUR.A,2.7867
2014-12-10,TP.DK.EUR.A,2.7931
2014-12-11,TP.DK.EUR.A,2.7984
2014-12-12,TP.DK.EUR.A,2.8128
2014-12-13,TP.DK.EUR.A,
2014-12-14,TP.DK.EUR.A,
2014-12-15,TP.DK.EUR.A,2.8337
2014-12-16,TP.DK.EUR.A,2.8816
2014-12-17,TP.DK.EUR.A,2.9601
2014-12-18,TP.DK.EUR.A,2.9474
2014-12-19,TP.DK.EUR.A,2.8602
2014-12-20,TP.DK.EUR.A,
2014-12-21,TP.DK.EUR.A,
2014-12-22,TP.DK.EUR.A,2.8504
2014-12-23,TP.DK.EUR.A,2.8405
2014-12-24,TP.DK.EUR.A,2.8317
2014-12-25,TP.DK.EUR.A,2.8312
2014-12-26,TP.DK.EUR.A,2.8368
2014-12-27,TP.DK.EUR.A,
2014-12-28,TP.DK.EUR.A,
2014-12-29,TP.DK.EUR.A,2.8255
2014-12-30,TP.DK.EUR.A,2.8339
2014-12-31,TP.DK.EUR.A,2.8207
2015-01-01,TP.DK.EUR.A,
2015-01-02,TP.DK.EUR.A,2.8272
2015-01-03,TP.DK.EUR.A,
2015-01-04,TP.DK.EUR.A,
2015-01-05,TP.DK.EUR.A,2.8258
2015-01-06,TP.DK.EUR.A,2.7931
2015-01-07,TP.DK.EUR.A,2.7736
2015-01-08,TP.DK.EUR.A,2.7567
2015-01-09,TP.DK.EUR.A,2.7199
2015-01-10,TP.DK.EUR.A,
2015-01-11,TP.DK.EUR.A,
2015-01-12,TP.DK.EUR.A,2.7169
2015-01-13,TP.DK.EUR.A,2.7037
2015-01-14,TP.DK.EUR.A,2.6899
2015-01-15,TP.DK.EUR.A,2.6979
2015-01-16,TP.DK.EUR.A,2.6737
2015-01-17,TP.DK.EUR.A,
2015-01-18,TP.DK.EUR.A,
2015-01-19,TP.DK.EUR.A,2.6799
2015-01-20,TP.DK.EUR.A,2.7104
2015-01-21,TP.DK.EUR.A,2.7077
2015-01-22,TP.DK.EUR.A,2.7069
2015-01-23,TP.DK.EUR.A,2.7255
2015-01-24,TP.DK.EUR.A,
2015-01-25,TP.DK.EUR.A,
2015-01-26,TP.DK.EUR.A,2.6234
2015-01-27,TP.DK.EUR.A,2.6515
2015-01-28,TP.DK.EUR.A,2.6611
2015-01-29,TP.DK.EUR.A,2.6821
2015-01-30,TP.DK.EUR.A,2.7136
2015-01-31,TP.DK.EUR.A,
2015-02-01,TP.DK.EUR.A,
2015-02-02,TP.DK.EUR.A,2.7397
2015-02-03,TP.DK.EUR.A,2.7455
2015-02-04,TP.DK.EUR.A,2.7381
2015-02-05,TP.DK.EUR.A,2.7609
2015-02-06,TP.DK.EUR.A,2.7868
2015-02-07,TP.DK.EUR.A,
2015-02-08,TP.DK.EUR.A,
2015-02-09,TP.DK.EUR.A,2.7867
2015-02-10,TP.DK.EUR.A,2.8144
2015-02-11,TP.DK.EUR.A,2.8012
2015-02-12,TP.DK.EUR.A,2.8163
2015-02-13,TP.DK.EUR.A,2.8206
2015-02-14,TP.DK.EUR.A,
2015-02-15,TP.DK.EUR.A,
2015-02-16,TP.DK.EUR.A,2.8171
2015-02-17,TP.DK.EUR.A,2.7998
2015-02-18,TP.DK.EUR.A,2.7895
2015-02-19,TP.DK.EUR.A,2.8029
2015-02-20,TP.DK.EUR.A,2.7841
2015-02-21,TP.DK.EUR.A,
2015-02-22,TP.DK.EUR.A,
2015-02-23,TP.DK.EUR.A,2.7794
2015-02-24,TP.DK.EUR.A,2.8039
2015-02-25,TP.DK.EUR.A,2.8031
2015-02-26,TP.DK.EUR.A,2.7939
2015-02-27,TP.DK.EUR.A,2.8137
2015-02-28,TP.DK.EUR.A,
2015-03-01,TP.DK.EUR.A,
2015-03-02,TP.DK.EUR.A,2.8148
2015-03-03,TP.DK.EUR.A,2.8155
2015-03-04,TP.DK.EUR.A,2.8144
2015-03-05,TP.DK.EUR.A,2.8298
2015-03-06,TP.DK.EUR.A,2.8528
2015-03-07,TP.DK.EUR.A,
2015-03-08,TP.DK.EUR.A,
2015-03-09,TP.DK.EUR.A,2.8522
2015-03-10,TP.DK.EUR.A,2.8326
2015-03-11,TP.DK.EUR.A,2.8263
2015-03-12,TP.DK.EUR.A,2.7804
2015-03-13,TP.DK.EUR.A,2.7501
2015-03-14,TP.DK.EUR.A,
2015-03-15,TP.DK.EUR.A,
2015-03-16,TP.DK.EUR.A,2.7685
2015-03-17,TP.DK.EUR.A,2.7611
2015-03-18,TP.DK.EUR.A,2.7741
2015-03-19,TP.DK.EUR.A,2.7767
2015-03-20,TP.DK.EUR.A,2.7697
2015-03-21,TP.DK.EUR.A,
2015-03-22,TP.DK.EUR.A,
2015-03-23,TP.DK.EUR.A,2.7747
2015-03-24,TP.DK.EUR.A,2.7865
2015-03-25,TP.DK.EUR.A,2.7995
2015-03-26,TP.DK.EUR.A,2.8036
2015-03-27,TP.DK.EUR.A,2.8589
2015-03-28,TP.DK.EUR.A,
2015-03-29,TP.DK.EUR.A,
2015-03-30,TP.DK.EUR.A,2.8292
2015-03-31,TP.DK.EUR.A,2.8309
2015-04-01,TP.DK.EUR.A,2.8075
2015-04-02,TP.DK.EUR.A,2.7956
2015-04-03,TP.DK.EUR.A,2.8069
2015-04-04,TP.DK.EUR.A,
2015-04-05,TP.DK.EUR.A,
2015-04-06,TP.DK.EUR.A,2.8198
2015-04-07,TP.DK.EUR.A,2.8197
2015-04-08,TP.DK.EUR.A,2.8054
2015-04-09,TP.DK.EUR.A,2.8105
2015-04-10,TP.DK.EUR.A,2.7902
2015-04-11,TP.DK.EUR.A,
2015-04-12,TP.DK.EUR.A,
2015-04-13,TP.DK.EUR.A,2.7838
2015-04-14,TP.DK.EUR.A,2.7935
2015-04-15,TP.DK.EUR.A,2.8213
2015-04-16,TP.DK.EUR.A,2.8583
2015-04-17,TP.DK.EUR.A,2.8789
2015-04-18,TP.DK.EUR.A,
2015-04-19,TP.DK.EUR.A,
2015-04-20,TP.DK.EUR.A,2.8975
2015-04-21,TP.DK.EUR.A,2.8942
2015-04-22,TP.DK.EUR.A,2.884
2015-04-23,TP.DK.EUR.A,
2015-04-24,TP.DK.EUR.A,2.8949
2015-04-25,TP.DK.EUR.A,
2015-04-26,TP.DK.EUR.A,
2015-04-27,TP.DK.EUR.A,2.9553
2015-04-28,TP.DK.EUR.A,2.9538
2015-04-29,TP.DK.EUR.A,2.9202
2015-04-30,TP.DK.EUR.A,2.9302
2015-05-01,TP.DK.EUR.A,
2015-05-02,TP.DK.EUR.A,
2015-05-03,TP.DK.EUR.A,
2015-05-04,TP.DK.EUR.A,2.9709
2015-05-05,TP.DK.EUR.A,3.0218
2015-05-06,TP.DK.EUR.A,3.0091
2015-05-07,TP.DK.EUR.A,3.0413
2015-05-08,TP.DK.EUR.A,3.0632
2015-05-09,TP.DK.EUR.A,
2015-05-10,TP.DK.EUR.A,
2015-05-11,TP.DK.EUR.A,3.0136
2015-05-12,TP.DK.EUR.A,3.0082
2015-05-13,TP.DK.EUR.A,3.0212
2015-05-14,TP.DK.EUR.A,2.9814
2015-05-15,TP.DK.EUR.A,2.9849
2015-05-16,TP.DK.EUR.A,
2015-05-17,TP.DK.EUR.A,
2015-05-18,TP.DK.EUR.A,2.9408
2015-05-19,TP.DK.EUR.A,
2015-05-20,TP.DK.EUR.A,2.94
2015-05-21,TP.DK.EUR.A,2.8888
2015-05-22,TP.DK.EUR.A,2.8601
2015-05-23,TP.DK.EUR.A,
2015-05-24,TP.DK.EUR.A,
2015-05-25,TP.DK.EUR.A,2.8945
2015-05-26,TP.DK.EUR.A,2.8619
2015-05-27,TP.DK.EUR.A,2.8659
2015-05-28,TP.DK.EUR.A,2.8805
2015-05-29,TP.DK.EUR.A,2.899
2015-05-30,TP.DK.EUR.A,
2015-05-31,TP.DK.EUR.A,
2015-06-01,TP.DK.EUR.A,2.9146
2015-06-02,TP.DK.EUR.A,2.9222
2015-06-03,TP.DK.EUR.A,2.9425
2015-06-04,TP.DK.EUR.A,2.9855
2015-06-05,TP.DK.EUR.A,3.0472
2015-06-06,TP.DK.EUR.A,
2015-06-07,TP.DK.EUR.A,
2015-06-08,TP.DK.EUR.A,2.9966
2015-06-09,TP.DK.EUR.A,3.0848
2015-06-10,TP.DK.EUR.A,3.0986
2015-06-11,TP.DK.EUR.A,3.0948
2015-06-12,TP.DK.EUR.A,3.0854
2015-06-13,TP.DK.EUR.A,
2015-06-14,TP.DK.EUR.A,
2015-06-15,TP.DK.EUR.A,3.0382
2015-06-16,TP.DK.EUR.A,3.0673
2015-06-17,TP.DK.EUR.A,3.0877
2015-06-18,TP.DK.EUR.A,3.0798
2015-06-19,TP.DK.EUR.A,3.0887
2015-06-20,TP.DK.EUR.A,
2015-06-21,TP.DK.EUR.A,
2015-06-22,TP.DK.EUR.A,3.0712
2015-06-23,TP.DK.EUR.A,3.0401
2015-06-24,TP.DK.EUR.A,3.0017
2015-06-25,TP.DK.EUR.A,3.0003
2015-06-26,TP.DK.EUR.A,2.9813
2015-06-27,TP.DK.EUR.A,
2015-06-28,TP.DK.EUR.A,
2015-06-29,TP.DK.EUR.A,2.9777
2015-06-30,TP.DK.EUR.A,2.9822
2015-07-01,TP.DK.EUR.A,2.9982
2015-07-02,TP.DK.EUR.A,2.9749
2015-07-03,TP.DK.EUR.A,2.9888
2015-07-04,TP.DK.EUR.A,
2015-07-05,TP.DK.EUR.A,
2015-07-06,TP.DK.EUR.A,2.9845
2015-07-07,TP.DK.EUR.A,2.9723
2015-07-08,TP.DK.EUR.A,2.944
2015-07-09,TP.DK.EUR.A,2.9666
2015-07-10,TP.DK.EUR.A,2.9561
2015-07-11,TP.DK.EUR.A,
2015-07-12,TP.DK.EUR.A,
2015-07-13,TP.DK.EUR.A,2.9654
2015-07-14,TP.DK.EUR.A,2.9457
2015-07-15,TP.DK.EUR.A,2.9043
2015-07-16,TP.DK.EUR.A,2.905
2015-07-17,TP.DK.EUR.A,
2015-07-18,TP.DK.EUR.A,
2015-07-19,TP.DK.EUR.A,
2015-07-20,TP.DK.EUR.A,2.905
2015-07-21,TP.DK.EUR.A,2.9022
2015-07-22,TP.DK.EUR.A,2.9156
2015-07-23,TP.DK.EUR.A,2.9572
2015-07-24,TP.DK.EUR.A,2.9869
2015-07-25,TP.DK.EUR.A,
2015-07-26,TP.DK.EUR.A,
2015-07-27,TP.DK.EUR.A,2.9966
2015-07-28,TP.DK.EUR.A,3.0518
2015-07-29,TP.DK.EUR.A,3.0443
2015-07-30,TP.DK.EUR.A,3.0539
2015-07-31,TP.DK.EUR.A,3.0423
2015-08-01,TP.DK.EUR.A,
2015-08-02,TP.DK.EUR.A,
2015-08-03,TP.DK.EUR.A,3.0506
2015-08-04,TP.DK.EUR.A,3.0421
2015-08-05,TP.DK.EUR.A,3.0382
2015-08-06,TP.DK.EUR.A,3.0259
2015-08-07,TP.DK.EUR.A,3.0331
2015-08-08,TP.DK.EUR.A,
2015-08-09,TP.DK.EUR.A,
2015-08-10,TP.DK.EUR.A,3.0366
2015-08-11,TP.DK.EUR.A,3.0518
2015-08-12,TP.DK.EUR.A,3.0505
2015-08-13,TP.DK.EUR.A,3.0897
2015-08-14,TP.DK.EUR.A,3.094
2015-08-15,TP.DK.EUR.A,
2015-08-16,TP.DK.EUR.A,
2015-08-17,TP.DK.EUR.A,3.1584
2015-08-18,TP.DK.EUR.A,3.16
2015-08-19,TP.DK.EUR.A,3.1808
2015-08-20,TP.DK.EUR.A,3.2053
2015-08-21,TP.DK.EUR.A,3.3097
2015-08-22,TP.DK.EUR.A,
2015-08-23,TP.DK.EUR.A,
2015-08-24,TP.DK.EUR.A,3.286
2015-08-25,TP.DK.EUR.A,3.3849
2015-08-26,TP.DK.EUR.A,3.3734
2015-08-27,TP.DK.EUR.A,3.364
2015-08-28,TP.DK.EUR.A,3.289
2015-08-29,TP.DK.EUR.A,
2015-08-30,TP.DK.EUR.A,
2015-08-31,TP.DK.EUR.A,3.2876
2015-09-01,TP.DK.EUR.A,3.2716
2015-09-02,TP.DK.EUR.A,3.2865
2015-09-03,TP.DK.EUR.A,3.3132
2015-09-04,TP.DK.EUR.A,3.3198
2015-09-05,TP.DK.EUR.A,
2015-09-06,TP.DK.EUR.A,
2015-09-07,TP.DK.EUR.A,3.3168
2015-09-08,TP.DK.EUR.A,3.3777
2015-09-09,TP.DK.EUR.A,3.3682
2015-09-10,TP.DK.EUR.A,3.3541
2015-09-11,TP.DK.EUR.A,3.4035
2015-09-12,TP.DK.EUR.A,
2015-09-13,TP.DK.EUR.A,
2015-09-14,TP.DK.EUR.A,3.4219
2015-09-15,TP.DK.EUR.A,3.4684
2015-09-16,TP.DK.EUR.A,3.4407
2015-09-17,TP.DK.EUR.A,3.3872
2015-09-18,TP.DK.EUR.A,3.4116
2015-09-19,TP.DK.EUR.A,
2015-09-20,TP.DK.EUR.A,
2015-09-21,TP.DK.EUR.A,3.4248
2015-09-22,TP.DK.EUR.A,3.3847
2015-09-23,TP.DK.EUR.A,3.3602
2015-09-24,TP.DK.EUR.A,
2015-09-25,TP.DK.EUR.A,
2015-09-26,TP.DK.EUR.A,
2015-09-27,TP.DK.EUR.A,
2015-09-28,TP.DK.EUR.A,3.3602
2015-09-29,TP.DK.EUR.A,3.4057
2015-09-30,TP.DK.EUR.A,3.4212
2015-10-01,TP.DK.EUR.A,3.3941
2015-10-02,TP.DK.EUR.A,3.3639
2015-10-03,TP.DK.EUR.A,
2015-10-04,TP.DK.EUR.A,
2015-10-05,TP.DK.EUR.A,3.3756
2015-10-06,TP.DK.EUR.A,3.3661
2015-10-07,TP.DK.EUR.A,3.3498
2015-10-08,TP.DK.EUR.A,3.3049
2015-10-09,TP.DK.EUR.A,3.3133
2015-10-10,TP.DK.EUR.A,
2015-10-11,TP.DK.EUR.A,
2015-10-12,TP.DK.EUR.A,3.2834
2015-10-13,TP.DK.EUR.A,3.3254
2015-10-14,TP.DK.EUR.A,3.3485
2015-10-15,TP.DK.EUR.A,3.3554
2015-10-16,TP.DK.EUR.A,3.3011
2015-10-17,TP.DK.EUR.A,
2015-10-18,TP.DK.EUR.A,
2015-10-19,TP.DK.EUR.A,3.2862
2015-10-20,TP.DK.EUR.A,3.2753
2015-10-21,TP.DK.EUR.A,3.2891
2015-10-22,TP.DK.EUR.A,3.2973
2015-10-23,TP.DK.EUR.A,3.2702
2015-10-24,TP.DK.EUR.A,
2015-10-25,TP.DK.EUR.A,
2015-10-26,TP.DK.EUR.A,3.1837
2015-10-27,TP.DK.EUR.A,3.1894
2015-10-28,TP.DK.EUR.A,3.199
2015-10-29,TP.DK.EUR.A,
2015-10-30,TP.DK.EUR.A,3.199
2015-10-31,TP.DK.EUR.A,
2015-11-01,TP.DK.EUR.A,
2015-11-02,TP.DK.EUR.A,3.2068
2015-11-03,TP.DK.EUR.A,3.0898
2015-11-04,TP.DK.EUR.A,3.1101
2015-11-05,TP.DK.EUR.A,3.1
2015-11-06,TP.DK.EUR.A,3.1159
2015-11-07,TP.DK.EUR.A,
2015-11-08,TP.DK.EUR.A,
2015-11-09,TP.DK.EUR.A,3.1227
2015-11-10,TP.DK.EUR.A,3.1445
2015-11-11,TP.DK.EUR.A,3.1244
2015-11-12,TP.DK.EUR.A,3.1035
2015-11-13,TP.DK.EUR.A,3.0842
2015-11-14,TP.DK.EUR.A,
2015-11-15,TP.DK.EUR.A,
2015-11-16,TP.DK.EUR.A,3.0895
2015-11-17,TP.DK.EUR.A,3.0888
2015-11-18,TP.DK.EUR.A,3.0613
2015-11-19,TP.DK.EUR.A,3.056
2015-11-20,TP.DK.EUR.A,3.0465
2015-11-21,TP.DK.EUR.A,
2015-11-22,TP.DK.EUR.A,
2015-11-23,TP.DK.EUR.A,3.025
2015-11-24,TP.DK.EUR.A,3.0217
2015-11-25,TP.DK.EUR.A,3.0553
2015-11-26,TP.DK.EUR.A,3.0602
2015-11-27,TP.DK.EUR.A,3.0781
2015-11-28,TP.DK.EUR.A,
2015-11-29,TP.DK.EUR.A,
2015-11-30,TP.DK.EUR.A,3.0938
2015-12-01,TP.DK.EUR.A,3.0795
2015-12-02,TP.DK.EUR.A,3.065
2015-12-03,TP.DK.EUR.A,3.0517
2015-12-04,TP.DK.EUR.A,3.0498
2015-12-05,TP.DK.EUR.A,
2015-12-06,TP.DK.EUR.A,
2015-12-07,TP.DK.EUR.A,3.1464
2015-12-08,TP.DK.EUR.A,3.1267
2015-12-09,TP.DK.EUR.A,3.1628
2015-12-10,TP.DK.EUR.A,3.1806
2015-12-11,TP.DK.EUR.A,3.1904
2015-12-12,TP.DK.EUR.A,
2015-12-13,TP.DK.EUR.A,
2015-12-14,TP.DK.EUR.A,3.2286
2015-12-15,TP.DK.EUR.A,3.2521
2015-12-16,TP.DK.EUR.A,3.2729
2015-12-17,TP.DK.EUR.A,3.2384
2015-12-18,TP.DK.EUR.A,3.1819
2015-12-19,TP.DK.EUR.A,
2015-12-20,TP.DK.EUR.A,
2015-12-21,TP.DK.EUR.A,3.167
2015-12-22,TP.DK.EUR.A,3.1575
2015-12-23,TP.DK.EUR.A,3.1972
2015-12-24,TP.DK.EUR.A,3.1969
2015-12-25,TP.DK.EUR.A,3.1968
2015-12-26,TP.DK.EUR.A,
2015-12-27,TP.DK.EUR.A,
2015-12-28,TP.DK.EUR.A,3.1904
2015-12-29,TP.DK.EUR.A,3.2006
2015-12-30,TP.DK.EUR.A,3.1921
2015-12-31,TP.DK.EUR.A,3.1776
2016-01-01,TP.DK.EUR.A,
2016-01-02,TP.DK.EUR.A,
2016-01-03,TP.DK.EUR.A,
2016-01-04,TP.DK.EUR.A,3.1838
2016-01-05,TP.DK.EUR.A,3.2116
2016-01-06,TP.DK.EUR.A,3.2061
2016-01-07,TP.DK.EUR.A,3.2255
2016-01-08,TP.DK.EUR.A,3.2688
2016-01-09,TP.DK.EUR.A,
2016-01-10,TP.DK.EUR.A,
2016-01-11,TP.DK.EUR.A,3.2486
2016-01-12,TP.DK.EUR.A,3.2893
2016-01-13,TP.DK.EUR.A,3.2938
2016-01-14,TP.DK.EUR.A,3.2604
2016-01-15,TP.DK.EUR.A,3.3009
2016-01-16,TP.DK.EUR.A,
2016-01-17,TP.DK.EUR.A,
2016-01-18,TP.DK.EUR.A,3.3098
2016-01-19,TP.DK.EUR.A,3.3079
2016-01-20,TP.DK.EUR.A,3.2879
2016-01-21,TP.DK.EUR.A,3.3329
2016-01-22,TP.DK.EUR.A,3.3119
2016-01-23,TP.DK.EUR.A,
2016-01-24,TP.DK.EUR.A,
2016-01-25,TP.DK.EUR.A,3.2617
2016-01-26,TP.DK.EUR.A,3.2558
2016-01-27,TP.DK.EUR.A,3.2738
2016-01-28,TP.DK.EUR.A,3.26
2016-01-29,TP.DK.EUR.A,3.2479
2016-01-30,TP.DK.EUR.A,
2016-01-31,TP.DK.EUR.A,
2016-02-01,TP.DK.EUR.A,3.2292
2016-02-02,TP.DK.EUR.A,3.2224
2016-02-03,TP.DK.EUR.A,3.2222
2016-02-04,TP.DK.EUR.A,3.2189
2016-02-05,TP.DK.EUR.A,3.2406
2016-02-06,TP.DK.EUR.A,
2016-02-07,TP.DK.EUR.A,
2016-02-08,TP.DK.EUR.A,3.2525
2016-02-09,TP.DK.EUR.A,3.2655
2016-02-10,TP.DK.EUR.A,3.3007
2016-02-11,TP.DK.EUR.A,3.2939
2016-02-12,TP.DK.EUR.A,3.3154
2016-02-13,TP.DK.EUR.A,
2016-02-14,TP.DK.EUR.A,
2016-02-15,TP.DK.EUR.A,3.2981
2016-02-16,TP.DK.EUR.A,3.2962
2016-02-17,TP.DK.EUR.A,3.296
2016-02-18,TP.DK.EUR.A,3.3039
2016-02-19,TP.DK.EUR.A,3.2918
2016-02-20,TP.DK.EUR.A,
2016-02-21,TP.DK.EUR.A,
2016-02-22,TP.DK.EUR.A,3.293
2016-02-23,TP.DK.EUR.A,3.2581
2016-02-24,TP.DK.EUR.A,3.2337
2016-02-25,TP.DK.EUR.A,3.2276
2016-02-26,TP.DK.EUR.A,3.2295
2016-02-27,TP.DK.EUR.A,
2016-02-28,TP.DK.EUR.A,
2016-02-29,TP.DK.EUR.A,3.2296
2016-03-01,TP.DK.EUR.A,3.2305
2016-03-02,TP.DK.EUR.A,3.2022
2016-03-03,TP.DK.EUR.A,3.1898
2016-03-04,TP.DK.EUR.A,3.1783
2016-03-05,TP.DK.EUR.A,
2016-03-06,TP.DK.EUR.A,
2016-03-07,TP.DK.EUR.A,3.1961
2016-03-08,TP.DK.EUR.A,3.1988
2016-03-09,TP.DK.EUR.A,3.2183
2016-03-10,TP.DK.EUR.A,3.1909
2016-03-11,TP.DK.EUR.A,3.1613
2016-03-12,TP.DK.EUR.A,
2016-03-13,TP.DK.EUR.A,
2016-03-14,TP.DK.EUR.A,3.1926
2016-03-15,TP.DK.EUR.A,3.2021
2016-03-16,TP.DK.EUR.A,3.2025
2016-03-17,TP.DK.EUR.A,3.2253
2016-03-18,TP.DK.EUR.A,3.2274
2016-03-19,TP.DK.EUR.A,
2016-03-20,TP.DK.EUR.A,
2016-03-21,TP.DK.EUR.A,3.2195
2016-03-22,TP.DK.EUR.A,3.2319
2016-03-23,TP.DK.EUR.A,3.2222
2016-03-24,TP.DK.EUR.A,3.2096
2016-03-25,TP.DK.EUR.A,3.2141
2016-03-26,TP.DK.EUR.A,
2016-03-27,TP.DK.EUR.A,
2016-03-28,TP.DK.EUR.A,3.2049
2016-03-29,TP.DK.EUR.A,3.2082
2016-03-30,TP.DK.EUR.A,3.2114
2016-03-31,TP.DK.EUR.A,3.2081
2016-04-01,TP.DK.EUR.A,3.209
2016-04-02,TP.DK.EUR.A,
2016-04-03,TP.DK.EUR.A,
2016-04-04,TP.DK.EUR.A,3.2146
2016-04-05,TP.DK.EUR.A,3.2052
2016-04-06,TP.DK.EUR.A,3.2134
2016-04-07,TP.DK.EUR.A,3.2252
2016-04-08,TP.DK.EUR.A,3.2393
2016-04-09,TP.DK.EUR.A,
2016-04-10,TP.DK.EUR.A,
2016-04-11,TP.DK.EUR.A,3.2487
2016-04-12,TP.DK.EUR.A,3.2278
2016-04-13,TP.DK.EUR.A,3.2291
2016-04-14,TP.DK.EUR.A,3.226
2016-04-15,TP.DK.EUR.A,3.2193
2016-04-16,TP.DK.EUR.A,
2016-04-17,TP.DK.EUR.A,
2016-04-18,TP.DK.EUR.A,3.2161
2016-04-19,TP.DK.EUR.A,3.2234
2016-04-20,TP.DK.EUR.A,3.2102
2016-04-21,TP.DK.EUR.A,3.2144
2016-04-22,TP.DK.EUR.A,3.1888
2016-04-23,TP.DK.EUR.A,
2016-04-24,TP.DK.EUR.A,
2016-04-25,TP.DK.EUR.A,3.189
2016-04-26,TP.DK.EUR.A,3.2019
2016-04-27,TP.DK.EUR.A,3.1975
2016-04-28,TP.DK.EUR.A,3.1882
2016-04-29,TP.DK.EUR.A,3.1944
2016-04-30,TP.DK.EUR.A,
2016-05-01,TP.DK.EUR.A,
2016-05-02,TP.DK.EUR.A,3.1908
2016-05-03,TP.DK.EUR.A,3.2045
2016-05-04,TP.DK.EUR.A,3.2501
2016-05-05,TP.DK.EUR.A,3.2855
2016-05-06,TP.DK.EUR.A,3.3423
2016-05-07,TP.DK.EUR.A,
2016-05-08,TP.DK.EUR.A,
2016-05-09,TP.DK.EUR.A,3.3348
2016-05-10,TP.DK.EUR.A,3.3307
2016-05-11,TP.DK.EUR.A,3.3436
2016-05-12,TP.DK.EUR.A,3.375
2016-05-13,TP.DK.EUR.A,3.3622
2016-05-14,TP.DK.EUR.A,
2016-05-15,TP.DK.EUR.A,
