date,series,value
2018-02-22,TP.DK.USD.A,3.7845
2018-02-23,TP.DK.USD.A,3.7994
2018-02-24,TP.DK.USD.A,
2018-02-25,TP.DK.USD.A,
2018-02-26,TP.DK.USD.A,3.7816
2018-02-27,TP.DK.USD.A,3.7754
2018-02-28,TP.DK.USD.A,3.7833
2018-03-01,TP.DK.USD.A,3.7997
2018-03-02,TP.DK.USD.A,3.8082
2018-03-03,TP.DK.USD.A,
2018-03-04,TP.DK.USD.A,
2018-03-05,TP.DK.USD.A,3.8038
2018-03-06,TP.DK.USD.A,3.8161
2018-03-07,TP.DK.USD.A,3.8001
2018-03-08,TP.DK.USD.A,3.7971
2018-03-09,TP.DK.USD.A,3.8089
2018-03-10,TP.DK.USD.A,
2018-03-11,TP.DK.USD.A,
2018-03-12,TP.DK.USD.A,3.8164
2018-03-13,TP.DK.USD.A,3.8151
2018-03-14,TP.DK.USD.A,3.856
2018-03-15,TP.DK.USD.A,3.8597
2018-03-16,TP.DK.USD.A,3.8875
2018-03-17,TP.DK.USD.A,
2018-03-18,TP.DK.USD.A,
2018-03-19,TP.DK.USD.A,3.9039
2018-03-20,TP.DK.USD.A,3.9362
2018-03-21,TP.DK.USD.A,3.9356
2018-03-22,TP.DK.USD.A,3.9276
2018-03-23,TP.DK.USD.A,3.9087
2018-03-24,TP.DK.USD.A,
2018-03-25,TP.DK.USD.A,
2018-03-26,TP.DK.USD.A,3.9608
2018-03-27,TP.DK.USD.A,3.9742
2018-03-28,TP.DK.USD.A,3.9757
2018-03-29,TP.DK.USD.A,3.9931
2018-03-30,TP.DK.USD.A,3.9949
2018-03-31,TP.DK.USD.A,
2018-04-01,TP.DK.USD.A,
2018-04-02,TP.DK.USD.A,3.9489
2018-04-03,TP.DK.USD.A,3.9577
2018-04-04,TP.DK.USD.A,3.976
2018-04-05,TP.DK.USD.A,4.0076
2018-04-06,TP.DK.USD.A,4.0269
2018-04-07,TP.DK.USD.A,
2018-04-08,TP.DK.USD.A,
2018-04-09,TP.DK.USD.A,4.0527
2018-04-10,TP.DK.USD.A,4.0561
2018-04-11,TP.DK.USD.A,4.0707
2018-04-12,TP.DK.USD.A,4.1453
2018-04-13,TP.DK.USD.A,4.1284
2018-04-14,TP.DK.USD.A,
2018-04-15,TP.DK.USD.A,
2018-04-16,TP.DK.USD.A,4.0785
2018-04-17,TP.DK.USD.A,4.096
2018-04-18,TP.DK.USD.A,4.098
2018-04-19,TP.DK.USD.A,4.0964
2018-04-20,TP.DK.USD.A,4.0273
2018-04-21,TP.DK.USD.A,
2018-04-22,TP.DK.USD.A,
2018-04-23,TP.DK.USD.A,
2018-04-24,TP.DK.USD.A,4.0332
2018-04-25,TP.DK.USD.A,4.0848
2018-04-26,TP.DK.USD.A,4.0758
2018-04-27,TP.DK.USD.A,4.0668
2018-04-28,TP.DK.USD.A,
2018-04-29,TP.DK.USD.A,
2018-04-30,TP.DK.USD.A,4.0535
2018-05-01,TP.DK.USD.A,
2018-05-02,TP.DK.USD.A,4.0399
2018-05-03,TP.DK.USD.A,4.1208
2018-05-04,TP.DK.USD.A,4.1908
2018-05-05,TP.DK.USD.A,
2018-05-06,TP.DK.USD.A,
2018-05-07,TP.DK.USD.A,4.255
2018-05-08,TP.DK.USD.A,4.2558
2018-05-09,TP.DK.USD.A,4.2817
2018-05-10,TP.DK.USD.A,4.2878
2018-05-11,TP.DK.USD.A,4.2666
2018-05-12,TP.DK.USD.A,
2018-05-13,TP.DK.USD.A,
2018-05-14,TP.DK.USD.A,4.2572
2018-05-15,TP.DK.USD.A,4.32
2018-05-16,TP.DK.USD.A,4.3945
2018-05-17,TP.DK.USD.A,4.4581
2018-05-18,TP.DK.USD.A,4.4402
2018-05-19,TP.DK.USD.A,
2018-05-20,TP.DK.USD.A,
2018-05-21,TP.DK.USD.A,4.4652
2018-05-22,TP.DK.USD.A,4.5534
2018-05-23,TP.DK.USD.A,4.5781
2018-05-24,TP.DK.USD.A,4.8464
2018-05-25,TP.DK.USD.A,4.7028
2018-05-26,TP.DK.USD.A,
2018-05-27,TP.DK.USD.A,
2018-05-28,TP.DK.USD.A,4.7207
2018-05-29,TP.DK.USD.A,4.5966
2018-05-30,TP.DK.USD.A,4.5962
2018-05-31,TP.DK.USD.A,4.4834
2018-06-01,TP.DK.USD.A,4.4808
2018-06-02,TP.DK.USD.A,
2018-06-03,TP.DK.USD.A,
2018-06-04,TP.DK.USD.A,4.5922
2018-06-05,TP.DK.USD.A,4.6284
2018-06-06,TP.DK.USD.A,4.6073
2018-06-07,TP.DK.USD.A,4.6095
2018-06-08,TP.DK.USD.A,4.5489
2018-06-09,TP.DK.USD.A,
2018-06-10,TP.DK.USD.A,
2018-06-11,TP.DK.USD.A,4.5024
2018-06-12,TP.DK.USD.A,4.5136
2018-06-13,TP.DK.USD.A,4.5491
2018-06-14,TP.DK.USD.A,4.6484
2018-06-15,TP.DK.USD.A,
2018-06-16,TP.DK.USD.A,
2018-06-17,TP.DK.USD.A,
2018-06-18,TP.DK.USD.A,4.6484
2018-06-19,TP.DK.USD.A,4.7151
2018-06-20,TP.DK.USD.A,4.7545
2018-06-21,TP.DK.USD.A,4.7488
2018-06-22,TP.DK.USD.A,4.7524
2018-06-23,TP.DK.USD.A,
2018-06-24,TP.DK.USD.A,
2018-06-25,TP.DK.USD.A,4.7077
2018-06-26,TP.DK.USD.A,4.6397
2018-06-27,TP.DK.USD.A,4.674
2018-06-28,TP.DK.USD.A,4.6349
2018-06-29,TP.DK.USD.A,4.6083
2018-06-30,TP.DK.USD.A,
2018-07-01,TP.DK.USD.A,
2018-07-02,TP.DK.USD.A,4.5607
2018-07-03,TP.DK.USD.A,4.6225
2018-07-04,TP.DK.USD.A,4.656
2018-07-05,TP.DK.USD.A,4.6987
2018-07-06,TP.DK.USD.A,4.6427
2018-07-07,TP.DK.USD.A,
2018-07-08,TP.DK.USD.A,
2018-07-09,TP.DK.USD.A,4.6004
2018-07-10,TP.DK.USD.A,4.5304
2018-07-11,TP.DK.USD.A,4.705
2018-07-12,TP.DK.USD.A,4.7488
2018-07-13,TP.DK.USD.A,4.8176
2018-07-14,TP.DK.USD.A,
2018-07-15,TP.DK.USD.A,
2018-07-16,TP.DK.USD.A,4.842
2018-07-17,TP.DK.USD.A,4.8357
2018-07-18,TP.DK.USD.A,4.8365
2018-07-19,TP.DK.USD.A,4.7908
2018-07-20,TP.DK.USD.A,4.823
2018-07-21,TP.DK.USD.A,
2018-07-22,TP.DK.USD.A,
2018-07-23,TP.DK.USD.A,4.8
2018-07-24,TP.DK.USD.A,4.7538
2018-07-25,TP.DK.USD.A,4.7775
2018-07-26,TP.DK.USD.A,4.854
2018-07-27,TP.DK.USD.A,4.8183
2018-07-28,TP.DK.USD.A,
2018-07-29,TP.DK.USD.A,
2018-07-30,TP.DK.USD.A,4.8568
2018-07-31,TP.DK.USD.A,4.885
2018-08-01,TP.DK.USD.A,4.8999
2018-08-02,TP.DK.USD.A,4.9223
2018-08-03,TP.DK.USD.A,5.0504
2018-08-04,TP.DK.USD.A,
2018-08-05,TP.DK.USD.A,
2018-08-06,TP.DK.USD.A,5.0778
2018-08-07,TP.DK.USD.A,5.1464
2018-08-08,TP.DK.USD.A,5.2634
2018-08-09,TP.DK.USD.A,5.2813
2018-08-10,TP.DK.USD.A,5.3988
2018-08-11,TP.DK.USD.A,
2018-08-12,TP.DK.USD.A,
2018-08-13,TP.DK.USD.A,5.9389
2018-08-14,TP.DK.USD.A,6.8798
2018-08-15,TP.DK.USD.A,6.5465
2018-08-16,TP.DK.USD.A,6.136
2018-08-17,TP.DK.USD.A,5.7982
2018-08-18,TP.DK.USD.A,
2018-08-19,TP.DK.USD.A,
2018-08-20,TP.DK.USD.A,5.9944
2018-08-21,TP.DK.USD.A,
2018-08-22,TP.DK.USD.A,
2018-08-23,TP.DK.USD.A,
2018-08-24,TP.DK.USD.A,
2018-08-25,TP.DK.USD.A,
2018-08-26,TP.DK.USD.A,
2018-08-27,TP.DK.USD.A,5.9944
2018-08-28,TP.DK.USD.A,6.1901
2018-08-29,TP.DK.USD.A,6.2186
2018-08-30,TP.DK.USD.A,
2018-08-31,TP.DK.USD.A,6.4063
2018-09-01,TP.DK.USD.A,
2018-09-02,TP.DK.USD.A,
2018-09-03,TP.DK.USD.A,6.5498
2018-09-04,TP.DK.USD.A,6.6213
2018-09-05,TP.DK.USD.A,6.6797
2018-09-06,TP.DK.USD.A,6.6824
2018-09-07,TP.DK.USD.A,6.5863
2018-09-08,TP.DK.USD.A,
2018-09-09,TP.DK.USD.A,
2018-09-10,TP.DK.USD.A,6.469
2018-09-11,TP.DK.USD.A,6.4533
2018-09-12,TP.DK.USD.A,6.4538
2018-09-13,TP.DK.USD.A,6.3945
2018-09-14,TP.DK.USD.A,6.3566
2018-09-15,TP.DK.USD.A,
2018-09-16,TP.DK.USD.A,
2018-09-17,TP.DK.USD.A,6.0659
2018-09-18,TP.DK.USD.A,6.2608
2018-09-19,TP.DK.USD.A,6.3635
2018-09-20,TP.DK.USD.A,6.3095
2018-09-21,TP.DK.USD.A,6.2718
2018-09-22,TP.DK.USD.A,
2018-09-23,TP.DK.USD.A,
2018-09-24,TP.DK.USD.A,6.2671
2018-09-25,TP.DK.USD.A,6.2287
2018-09-26,TP.DK.USD.A,6.124
2018-09-27,TP.DK.USD.A,6.1242
2018-09-28,TP.DK.USD.A,6.0752
2018-09-29,TP.DK.USD.A,
2018-09-30,TP.DK.USD.A,
2018-10-01,TP.DK.USD.A,5.9902
2018-10-02,TP.DK.USD.A,5.9659
2018-10-03,TP.DK.USD.A,6.0082
2018-10-04,TP.DK.USD.A,6.0289
2018-10-05,TP.DK.USD.A,6.1244
2018-10-06,TP.DK.USD.A,
2018-10-07,TP.DK.USD.A,
2018-10-08,TP.DK.USD.A,6.1543
2018-10-09,TP.DK.USD.A,6.1516
2018-10-10,TP.DK.USD.A,6.1156
2018-10-11,TP.DK.USD.A,6.0885
2018-10-12,TP.DK.USD.A,5.9833
2018-10-13,TP.DK.USD.A,
2018-10-14,TP.DK.USD.A,
2018-10-15,TP.DK.USD.A,5.9042
2018-10-16,TP.DK.USD.A,5.8113
2018-10-17,TP.DK.USD.A,5.7794
2018-10-18,TP.DK.USD.A,5.6825
2018-10-19,TP.DK.USD.A,5.5498
2018-10-20,TP.DK.USD.A,
2018-10-21,TP.DK.USD.A,
2018-10-22,TP.DK.USD.A,5.6134
2018-10-23,TP.DK.USD.A,5.6481
2018-10-24,TP.DK.USD.A,5.771
2018-10-25,TP.DK.USD.A,5.717
2018-10-26,TP.DK.USD.A,5.6797
2018-10-27,TP.DK.USD.A,
2018-10-28,TP.DK.USD.A,
2018-10-29,TP.DK.USD.A,
2018-10-30,TP.DK.USD.A,5.6186
2018-10-31,TP.DK.USD.A,5.5203
2018-11-01,TP.DK.USD.A,5.4981
2018-11-02,TP.DK.USD.A,5.5704
2018-11-03,TP.DK.USD.A,
2018-11-04,TP.DK.USD.A,
2018-11-05,TP.DK.USD.A,5.4613
2018-11-06,TP.DK.USD.A,5.447
2018-11-07,TP.DK.USD.A,5.3418
2018-11-08,TP.DK.USD.A,5.3575
2018-11-09,TP.DK.USD.A,5.4095
2018-11-10,TP.DK.USD.A,
2018-11-11,TP.DK.USD.A,
2018-11-12,TP.DK.USD.A,5.4819
2018-11-13,TP.DK.USD.A,5.4764
2018-11-14,TP.DK.USD.A,5.477
2018-11-15,TP.DK.USD.A,5.4625
2018-11-16,TP.DK.USD.A,5.4177
2018-11-17,TP.DK.USD.A,
2018-11-18,TP.DK.USD.A,
2018-11-19,TP.DK.USD.A,5.3412
2018-11-20,TP.DK.USD.A,5.3231
2018-11-21,TP.DK.USD.A,5.3272
2018-11-22,TP.DK.USD.A,5.3497
2018-11-23,TP.DK.USD.A,5.3029
2018-11-24,TP.DK.USD.A,
2018-11-25,TP.DK.USD.A,
2018-11-26,TP.DK.USD.A,5.2771
2018-11-27,TP.DK.USD.A,5.2444
2018-11-28,TP.DK.USD.A,5.2366
2018-11-29,TP.DK.USD.A,5.2486
2018-11-30,TP.DK.USD.A,5.1649
2018-12-01,TP.DK.USD.A,
2018-12-02,TP.DK.USD.A,
2018-12-03,TP.DK.USD.A,5.157
2018-12-04,TP.DK.USD.A,5.1906
2018-12-05,TP.DK.USD.A,5.2723
2018-12-06,TP.DK.USD.A,5.3733
2018-12-07,TP.DK.USD.A,5.3608
2018-12-08,TP.DK.USD.A,
2018-12-09,TP.DK.USD.A,
2018-12-10,TP.DK.USD.A,5.3257
2018-12-11,TP.DK.USD.A,5.281
2018-12-12,TP.DK.USD.A,5.3505
2018-12-13,TP.DK.USD.A,5.3633
2018-12-14,TP.DK.USD.A,5.3611
2018-12-15,TP.DK.USD.A,
2018-12-16,TP.DK.USD.A,
2018-12-17,TP.DK.USD.A,5.371
2018-12-18,TP.DK.USD.A,5.3766
2018-12-19,TP.DK.USD.A,5.3504
2018-12-20,TP.DK.USD.A,5.3314
2018-12-21,TP.DK.USD.A,5.26
2018-12-22,TP.DK.USD.A,
2018-12-23,TP.DK.USD.A,
2018-12-24,TP.DK.USD.A,5.2746
2018-12-25,TP.DK.USD.A,5.2926
2018-12-26,TP.DK.USD.A,5.3034
2018-12-27,TP.DK.USD.A,5.2832
2018-12-28,TP.DK.USD.A,5.2889
2018-12-29,TP.DK.USD.A,
2018-12-30,TP.DK.USD.A,
2018-12-31,TP.DK.USD.A,5.2609
2019-01-01,TP.DK.USD.A,
2019-01-02,TP.DK.USD.A,5.281
2019-01-03,TP.DK.USD.A,5.3316
2019-01-04,TP.DK.USD.A,5.4588
2019-01-05,TP.DK.USD.A,
2019-01-06,TP.DK.USD.A,
2019-01-07,TP.DK.USD.A,5.4088
2019-01-08,TP.DK.USD.A,5.3597
2019-01-09,TP.DK.USD.A,5.4264
2019-01-10,TP.DK.USD.A,5.4973
2019-01-11,TP.DK.USD.A,5.4626
2019-01-12,TP.DK.USD.A,
2019-01-13,TP.DK.USD.A,
2019-01-14,TP.DK.USD.A,5.4242
2019-01-15,TP.DK.USD.A,5.5103
2019-01-16,TP.DK.USD.A,5.4401
2019-01-17,TP.DK.USD.A,5.4037
2019-01-18,TP.DK.USD.A,5.3563
2019-01-19,TP.DK.USD.A,
2019-01-20,TP.DK.USD.A,
2019-01-21,TP.DK.USD.A,5.3429
2019-01-22,TP.DK.USD.A,5.3369
2019-01-23,TP.DK.USD.A,5.3454
2019-01-24,TP.DK.USD.A,5.3142
2019-01-25,TP.DK.USD.A,5.274
2019-01-26,TP.DK.USD.A,
2019-01-27,TP.DK.USD.A,
2019-01-28,TP.DK.USD.A,5.2641
2019-01-29,TP.DK.USD.A,5.2763
2019-01-30,TP.DK.USD.A,5.3339
2019-01-31,TP.DK.USD.A,5.2781
2019-02-01,TP.DK.USD.A,5.2109
2019-02-02,TP.DK.USD.A,
2019-02-03,TP.DK.USD.A,
2019-02-04,TP.DK.USD.A,5.1945
2019-02-05,TP.DK.USD.A,5.2194
2019-02-06,TP.DK.USD.A,5.1979
2019-02-07,TP.DK.USD.A,5.2089
2019-02-08,TP.DK.USD.A,5.2407
2019-02-09,TP.DK.USD.A,
2019-02-10,TP.DK.USD.A,
2019-02-11,TP.DK.USD.A,5.2438
2019-02-12,TP.DK.USD.A,5.2556
2019-02-13,TP.DK.USD.A,5.2638
2019-02-14,TP.DK.USD.A,5.2429
2019-02-15,TP.DK.USD.A,5.2867
2019-02-16,TP.DK.USD.A,
2019-02-17,TP.DK.USD.A,
2019-02-18,TP.DK.USD.A,5.2601
2019-02-19,TP.DK.USD.A,5.2922
2019-02-20,TP.DK.USD.A,5.3052
2019-02-21,TP.DK.USD.A,5.2964
2019-02-22,TP.DK.USD.A,5.3141
2019-02-23,TP.DK.USD.A,
2019-02-24,TP.DK.USD.A,
2019-02-25,TP.DK.USD.A,5.3168
2019-02-26,TP.DK.USD.A,5.3058
2019-02-27,TP.DK.USD.A,5.2949
2019-02-28,TP.DK.USD.A,5.2905
2019-03-01,TP.DK.USD.A,5.3177
2019-03-02,TP.DK.USD.A,
2019-03-03,TP.DK.USD.A,
2019-03-04,TP.DK.USD.A,5.3442
2019-03-05,TP.DK.USD.A,5.3781
2019-03-06,TP.DK.USD.A,5.3671
2019-03-07,TP.DK.USD.A,5.379
2019-03-08,TP.DK.USD.A,5.4309
2019-03-09,TP.DK.USD.A,
2019-03-10,TP.DK.USD.A,
2019-03-11,TP.DK.USD.A,5.4544
2019-03-12,TP.DK.USD.A,5.4345
2019-03-13,TP.DK.USD.A,5.4359
2019-03-14,TP.DK.USD.A,5.4523
2019-03-15,TP.DK.USD.A,5.4617
2019-03-16,TP.DK.USD.A,
2019-03-17,TP.DK.USD.A,
2019-03-18,TP.DK.USD.A,5.4564
2019-03-19,TP.DK.USD.A,5.4544
2019-03-20,TP.DK.USD.A,5.4642
2019-03-21,TP.DK.USD.A,5.47
2019-03-22,TP.DK.USD.A,5.4392
2019-03-23,TP.DK.USD.A,
2019-03-24,TP.DK.USD.A,
2019-03-25,TP.DK.USD.A,5.5274
2019-03-26,TP.DK.USD.A,5.6458
2019-03-27,TP.DK.USD.A,5.4945
2019-03-28,TP.DK.USD.A,5.3307
2019-03-29,TP.DK.USD.A,5.5423
2019-03-30,TP.DK.USD.A,
2019-03-31,TP.DK.USD.A,
2019-04-01,TP.DK.USD.A,5.6284
2019-04-02,TP.DK.USD.A,5.5986
2019-04-03,TP.DK.USD.A,5.5569
2019-04-04,TP.DK.USD.A,5.6067
2019-04-05,TP.DK.USD.A,5.6291
2019-04-06,TP.DK.USD.A,
2019-04-07,TP.DK.USD.A,
2019-04-08,TP.DK.USD.A,5.5923
2019-04-09,TP.DK.USD.A,5.6671
2019-04-10,TP.DK.USD.A,5.6576
2019-04-11,TP.DK.USD.A,5.6727
2019-04-12,TP.DK.USD.A,5.7112
2019-04-13,TP.DK.USD.A,
2019-04-14,TP.DK.USD.A,
2019-04-15,TP.DK.USD.A,5.7827
2019-04-16,TP.DK.USD.A,5.7852
2019-04-17,TP.DK.USD.A,5.7892
2019-04-18,TP.DK.USD.A,5.7427
2019-04-19,TP.DK.USD.A,5.8094
2019-04-20,TP.DK.USD.A,
2019-04-21,TP.DK.USD.A,
2019-04-22,TP.DK.USD.A,5.7921
2019-04-23,TP.DK.USD.A,
2019-04-24,TP.DK.USD.A,5.8253
2019-04-25,TP.DK.USD.A,5.8598
2019-04-26,TP.DK.USD.A,5.8927
2019-04-27,TP.DK.USD.A,
2019-04-28,TP.DK.USD.A,
2019-04-29,TP.DK.USD.A,5.9233
2019-04-30,TP.DK.USD.A,5.9282
2019-05-01,TP.DK.USD.A,
2019-05-02,TP.DK.USD.A,5.9563
2019-05-03,TP.DK.USD.A,5.9571
2019-05-04,TP.DK.USD.A,
2019-05-05,TP.DK.USD.A,
2019-05-06,TP.DK.USD.A,5.9602
2019-05-07,TP.DK.USD.A,5.9915
2019-05-08,TP.DK.USD.A,6.1475
2019-05-09,TP.DK.USD.A,6.1607
2019-05-10,TP.DK.USD.A,6.2026
2019-05-11,TP.DK.USD.A,
2019-05-12,TP.DK.USD.A,
2019-05-13,TP.DK.USD.A,6.1129
2019-05-14,TP.DK.USD.A,6.0827
2019-05-15,TP.DK.USD.A,6.0438
2019-05-16,TP.DK.USD.A,6.0529
2019-05-17,TP.DK.USD.A,5.9999
2019-05-18,TP.DK.USD.A,
2019-05-19,TP.DK.USD.A,
2019-05-20,TP.DK.USD.A,6.0463
2019-05-21,TP.DK.USD.A,6.04
2019-05-22,TP.DK.USD.A,6.0425
2019-05-23,TP.DK.USD.A,6.0762
2019-05-24,TP.DK.USD.A,6.1252
2019-05-25,TP.DK.USD.A,
2019-05-26,TP.DK.USD.A,
2019-05-27,TP.DK.USD.A,6.0656
2019-05-28,TP.DK.USD.A,6.046
2019-05-29,TP.DK.USD.A,6.0392
2019-05-30,TP.DK.USD.A,6.0152
2019-05-31,TP.DK.USD.A,5.9235
2019-06-01,TP.DK.USD.A,
2019-06-02,TP.DK.USD.A,
2019-06-03,TP.DK.USD.A,5.8613
2019-06-04,TP.DK.USD.A,
2019-06-05,TP.DK.USD.A,
2019-06-06,TP.DK.USD.A,
2019-06-07,TP.DK.USD.A,5.8613
2019-06-08,TP.DK.USD.A,
2019-06-09,TP.DK.USD.A,
2019-06-10,TP.DK.USD.A,5.8354
2019-06-11,TP.DK.USD.A,5.807
2019-06-12,TP.DK.USD.A,5.7791
2019-06-13,TP.DK.USD.A,5.7997
2019-06-14,TP.DK.USD.A,5.8264
2019-06-15,TP.DK.USD.A,
2019-06-16,TP.DK.USD.A,
2019-06-17,TP.DK.USD.A,5.8826
2019-06-18,TP.DK.USD.A,5.8704
2019-06-19,TP.DK.USD.A,5.841
2019-06-20,TP.DK.USD.A,5.8518
2019-06-21,TP.DK.USD.A,5.7311
2019-06-22,TP.DK.USD.A,
2019-06-23,TP.DK.USD.A,
2019-06-24,TP.DK.USD.A,5.7915
2019-06-25,TP.DK.USD.A,5.7444
2019-06-26,TP.DK.USD.A,5.7904
2019-06-27,TP.DK.USD.A,5.763
2019-06-28,TP.DK.USD.A,5.7665
2019-06-29,TP.DK.USD.A,
2019-06-30,TP.DK.USD.A,
2019-07-01,TP.DK.USD.A,5.7551
2019-07-02,TP.DK.USD.A,5.6792
2019-07-03,TP.DK.USD.A,5.6669
2019-07-04,TP.DK.USD.A,5.6292
2019-07-05,TP.DK.USD.A,5.5934
2019-07-06,TP.DK.USD.A,
2019-07-07,TP.DK.USD.A,
2019-07-08,TP.DK.USD.A,5.6007
2019-07-09,TP.DK.USD.A,5.7227
2019-07-10,TP.DK.USD.A,5.7122
2019-07-11,TP.DK.USD.A,5.7381
2019-07-12,TP.DK.USD.A,5.6665
2019-07-13,TP.DK.USD.A,
2019-07-14,TP.DK.USD.A,
2019-07-15,TP.DK.USD.A,
2019-07-16,TP.DK.USD.A,5.6916
2019-07-17,TP.DK.USD.A,5.7027
2019-07-18,TP.DK.USD.A,5.6929
2019-07-19,TP.DK.USD.A,5.6912
2019-07-20,TP.DK.USD.A,
2019-07-21,TP.DK.USD.A,
2019-07-22,TP.DK.USD.A,5.6316
2019-07-23,TP.DK.USD.A,5.6684
2019-07-24,TP.DK.USD.A,5.6784
2019-07-25,TP.DK.USD.A,5.7135
2019-07-26,TP.DK.USD.A,5.6991
2019-07-27,TP.DK.USD.A,
2019-07-28,TP.DK.USD.A,
2019-07-29,TP.DK.USD.A,5.6564
2019-07-30,TP.DK.USD.A,5.6272
2019-07-31,TP.DK.USD.A,5.5709
2019-08-01,TP.DK.USD.A,5.5227
2019-08-02,TP.DK.USD.A,5.5815
2019-08-03,TP.DK.USD.A,
2019-08-04,TP.DK.USD.A,
2019-08-05,TP.DK.USD.A,5.5809
2019-08-06,TP.DK.USD.A,5.556
2019-08-07,TP.DK.USD.A,5.5315
2019-08-08,TP.DK.USD.A,5.4858
2019-08-09,TP.DK.USD.A,5.4744
2019-08-10,TP.DK.USD.A,
2019-08-11,TP.DK.USD.A,
2019-08-12,TP.DK.USD.A,
2019-08-13,TP.DK.USD.A,
2019-08-14,TP.DK.USD.A,
2019-08-15,TP.DK.USD.A,5.4809
2019-08-16,TP.DK.USD.A,5.5714
2019-08-17,TP.DK.USD.A,
2019-08-18,TP.DK.USD.A,
2019-08-19,TP.DK.USD.A,5.5398
2019-08-20,TP.DK.USD.A,5.5775
2019-08-21,TP.DK.USD.A,5.7046
2019-08-22,TP.DK.USD.A,5.7096
2019-08-23,TP.DK.USD.A,5.7478
2019-08-24,TP.DK.USD.A,
2019-08-25,TP.DK.USD.A,
2019-08-26,TP.DK.USD.A,5.7538
2019-08-27,TP.DK.USD.A,5.8029
2019-08-28,TP.DK.USD.A,5.8257
2019-08-29,TP.DK.USD.A,5.7994
2019-08-30,TP.DK.USD.A,
2019-08-31,TP.DK.USD.A,
2019-09-01,TP.DK.USD.A,
2019-09-02,TP.DK.USD.A,5.814
2019-09-03,TP.DK.USD.A,5.8044
2019-09-04,TP.DK.USD.A,5.7726
2019-09-05,TP.DK.USD.A,5.6656
2019-09-06,TP.DK.USD.A,5.6746
2019-09-07,TP.DK.USD.A,
2019-09-08,TP.DK.USD.A,
2019-09-09,TP.DK.USD.A,5.6932
2019-09-10,TP.DK.USD.A,5.7215
2019-09-11,TP.DK.USD.A,5.7568
2019-09-12,TP.DK.USD.A,5.7711
2019-09-13,TP.DK.USD.A,5.7283
2019-09-14,TP.DK.USD.A,
2019-09-15,TP.DK.USD.A,
2019-09-16,TP.DK.USD.A,5.6665
2019-09-17,TP.DK.USD.A,5.7125
2019-09-18,TP.DK.USD.A,5.7227
2019-09-19,TP.DK.USD.A,5.6785
2019-09-20,TP.DK.USD.A,5.6917
2019-09-21,TP.DK.USD.A,
2019-09-22,TP.DK.USD.A,
2019-09-23,TP.DK.USD.A,5.6889
2019-09-24,TP.DK.USD.A,5.7183
2019-09-25,TP.DK.USD.A,5.6743
2019-09-26,TP.DK.USD.A,5.6882
2019-09-27,TP.DK.USD.A,5.6659
2019-09-28,TP.DK.USD.A,
2019-09-29,TP.DK.USD.A,
2019-09-30,TP.DK.USD.A,5.6591
2019-10-01,TP.DK.USD.A,5.6437
2019-10-02,TP.DK.USD.A,5.6752
2019-10-03,TP.DK.USD.A,5.728
2019-10-04,TP.DK.USD.A,5.6854
2019-10-05,TP.DK.USD.A,
2019-10-06,TP.DK.USD.A,
2019-10-07,TP.DK.USD.A,5.6894
2019-10-08,TP.DK.USD.A,5.7343
2019-10-09,TP.DK.USD.A,5.816
2019-10-10,TP.DK.USD.A,5.8276
2019-10-11,TP.DK.USD.A,5.8704
2019-10-12,TP.DK.USD.A,
2019-10-13,TP.DK.USD.A,
2019-10-14,TP.DK.USD.A,5.8417
2019-10-15,TP.DK.USD.A,5.9103
2019-10-16,TP.DK.USD.A,5.8881
2019-10-17,TP.DK.USD.A,5.8915
2019-10-18,TP.DK.USD.A,5.8806
2019-10-19,TP.DK.USD.A,
2019-10-20,TP.DK.USD.A,
2019-10-21,TP.DK.USD.A,5.769
2019-10-22,TP.DK.USD.A,5.8124
2019-10-23,TP.DK.USD.A,5.8303
2019-10-24,TP.DK.USD.A,5.7712
2019-10-25,TP.DK.USD.A,5.7417
2019-10-26,TP.DK.USD.A,
2019-10-27,TP.DK.USD.A,
2019-10-28,TP.DK.USD.A,5.7584
2019-10-29,TP.DK.USD.A,
2019-10-30,TP.DK.USD.A,5.7584
2019-10-31,TP.DK.USD.A,5.7363
2019-11-01,TP.DK.USD.A,5.7083
2019-11-02,TP.DK.USD.A,
2019-11-03,TP.DK.USD.A,
2019-11-04,TP.DK.USD.A,5.7188
2019-11-05,TP.DK.USD.A,5.6832
2019-11-06,TP.DK.USD.A,5.7282
2019-11-07,TP.DK.USD.A,5.748
2019-11-08,TP.DK.USD.A,5.7366
2019-11-09,TP.DK.USD.A,
2019-11-10,TP.DK.USD.A,
2019-11-11,TP.DK.USD.A,5.7429
2019-11-12,TP.DK.USD.A,5.7704
2019-11-13,TP.DK.USD.A,5.7665
2019-11-14,TP.DK.USD.A,5.7573
2019-11-15,TP.DK.USD.A,5.757
2019-11-16,TP.DK.USD.A,
2019-11-17,TP.DK.USD.A,
2019-11-18,TP.DK.USD.A,5.747
2019-11-19,TP.DK.USD.A,5.7303
2019-11-20,TP.DK.USD.A,5.7153
2019-11-21,TP.DK.USD.A,5.6964
2019-11-22,TP.DK.USD.A,5.6896
2019-11-23,TP.DK.USD.A,
2019-11-24,TP.DK.USD.A,
2019-11-25,TP.DK.USD.A,5.6919
2019-11-26,TP.DK.USD.A,5.7191
2019-11-27,TP.DK.USD.A,5.7383
2019-11-28,TP.DK.USD.A,5.7528
