date,metric,series,value
2017-02-03,EUR_TL,TP.DK.EUR.A,4.0338
2017-02-04,EUR_TL,TP.DK.EUR.A,
2017-02-05,EUR_TL,TP.DK.EUR.A,
2017-02-06,EUR_TL,TP.DK.EUR.A,4.0212
2017-02-07,EUR_TL,TP.DK.EUR.A,3.954
2017-02-08,EUR_TL,TP.DK.EUR.A,3.9599
2017-02-09,EUR_TL,TP.DK.EUR.A,3.9858
2017-02-10,EUR_TL,TP.DK.EUR.A,3.9594
2017-02-11,EUR_TL,TP.DK.EUR.A,
2017-02-12,EUR_TL,TP.DK.EUR.A,
2017-02-13,EUR_TL,TP.DK.EUR.A,3.9116
2017-02-14,EUR_TL,TP.DK.EUR.A,3.9228
2017-02-15,EUR_TL,TP.DK.EUR.A,3.8759
2017-02-16,EUR_TL,TP.DK.EUR.A,3.8518
2017-02-17,EUR_TL,TP.DK.EUR.A,3.9003
2017-02-18,EUR_TL,TP.DK.EUR.A,
2017-02-19,EUR_TL,TP.DK.EUR.A,
2017-02-20,EUR_TL,TP.DK.EUR.A,3.9049
2017-02-21,EUR_TL,TP.DK.EUR.A,3.8457
2017-02-22,EUR_TL,TP.DK.EUR.A,3.8208
2017-02-23,EUR_TL,TP.DK.EUR.A,3.7942
2017-02-24,EUR_TL,TP.DK.EUR.A,3.7719
2017-02-25,EUR_TL,TP.DK.EUR.A,
2017-02-26,EUR_TL,TP.DK.EUR.A,
2017-02-27,EUR_TL,TP.DK.EUR.A,3.7804
2017-02-28,EUR_TL,TP.DK.EUR.A,3.7963
2017-03-01,EUR_TL,TP.DK.EUR.A,3.8222
2017-03-02,EUR_TL,TP.DK.EUR.A,3.8289
2017-03-03,EUR_TL,TP.DK.EUR.A,3.8769
2017-03-04,EUR_TL,TP.DK.EUR.A,
2017-03-05,EUR_TL,TP.DK.EUR.A,
2017-03-06,EUR_TL,TP.DK.EUR.A,3.9177
2017-03-07,EUR_TL,TP.DK.EUR.A,3.9339
2017-03-08,EUR_TL,TP.DK.EUR.A,3.8979
2017-03-09,EUR_TL,TP.DK.EUR.A,3.91
2017-03-10,EUR_TL,TP.DK.EUR.A,3.959
2017-03-11,EUR_TL,TP.DK.EUR.A,
2017-03-12,EUR_TL,TP.DK.EUR.A,
2017-03-13,EUR_TL,TP.DK.EUR.A,3.9728
2017-03-14,EUR_TL,TP.DK.EUR.A,3.9943
2017-03-15,EUR_TL,TP.DK.EUR.A,3.9856
2017-03-16,EUR_TL,TP.DK.EUR.A,3.9634
2017-03-17,EUR_TL,TP.DK.EUR.A,3.936
2017-03-18,EUR_TL,TP.DK.EUR.A,
2017-03-19,EUR_TL,TP.DK.EUR.A,
2017-03-20,EUR_TL,TP.DK.EUR.A,3.8812
2017-03-21,EUR_TL,TP.DK.EUR.A,3.9023
2017-03-22,EUR_TL,TP.DK.EUR.A,3.8964
2017-03-23,EUR_TL,TP.DK.EUR.A,3.914
2017-03-24,EUR_TL,TP.DK.EUR.A,3.8973
2017-03-25,EUR_TL,TP.DK.EUR.A,
2017-03-26,EUR_TL,TP.DK.EUR.A,
2017-03-27,EUR_TL,TP.DK.EUR.A,3.9051
2017-03-28,EUR_TL,TP.DK.EUR.A,3.9045
2017-03-29,EUR_TL,TP.DK.EUR.A,3.9283
2017-03-30,EUR_TL,TP.DK.EUR.A,3.9268
2017-03-31,EUR_TL,TP.DK.EUR.A,3.9083
2017-04-01,EUR_TL,TP.DK.EUR.A,
2017-04-02,EUR_TL,TP.DK.EUR.A,
2017-04-03,EUR_TL,TP.DK.EUR.A,3.8851
2017-04-04,EUR_TL,TP.DK.EUR.A,3.8789
2017-04-05,EUR_TL,TP.DK.EUR.A,3.8807
2017-04-06,EUR_TL,TP.DK.EUR.A,3.9248
2017-04-07,EUR_TL,TP.DK.EUR.A,3.9536
2017-04-08,EUR_TL,TP.DK.EUR.A,
2017-04-09,EUR_TL,TP.DK.EUR.A,
2017-04-10,EUR_TL,TP.DK.EUR.A,3.9568
2017-04-11,EUR_TL,TP.DK.EUR.A,3.9431
2017-04-12,EUR_TL,TP.DK.EUR.A,3.9393
2017-04-13,EUR_TL,TP.DK.EUR.A,3.9002
2017-04-14,EUR_TL,TP.DK.EUR.A,3.8908
2017-04-15,EUR_TL,TP.DK.EUR.A,
2017-04-16,EUR_TL,TP.DK.EUR.A,
2017-04-17,EUR_TL,TP.DK.EUR.A,3.9083
2017-04-18,EUR_TL,TP.DK.EUR.A,3.8889
2017-04-19,EUR_TL,TP.DK.EUR.A,3.9264
2017-04-20,EUR_TL,TP.DK.EUR.A,3.9271
2017-04-21,EUR_TL,TP.DK.EUR.A,3.9123
2017-04-22,EUR_TL,TP.DK.EUR.A,
2017-04-23,EUR_TL,TP.DK.EUR.A,
2017-04-24,EUR_TL,TP.DK.EUR.A,3.8979
2017-04-25,EUR_TL,TP.DK.EUR.A,3.8997
2017-04-26,EUR_TL,TP.DK.EUR.A,3.9001
2017-04-27,EUR_TL,TP.DK.EUR.A,3.9093
2017-04-28,EUR_TL,TP.DK.EUR.A,3.8787
2017-04-29,EUR_TL,TP.DK.EUR.A,
2017-04-30,EUR_TL,TP.DK.EUR.A,
2017-05-01,EUR_TL,TP.DK.EUR.A,
2017-05-02,EUR_TL,TP.DK.EUR.A,3.8744
2017-05-03,EUR_TL,TP.DK.EUR.A,3.8577
2017-05-04,EUR_TL,TP.DK.EUR.A,3.8546
2017-05-05,EUR_TL,TP.DK.EUR.A,3.8677
2017-05-06,EUR_TL,TP.DK.EUR.A,
2017-05-07,EUR_TL,TP.DK.EUR.A,
2017-05-08,EUR_TL,TP.DK.EUR.A,3.9023
2017-05-09,EUR_TL,TP.DK.EUR.A,3.886
2017-05-10,EUR_TL,TP.DK.EUR.A,3.9178
2017-05-11,EUR_TL,TP.DK.EUR.A,3.914
2017-05-12,EUR_TL,TP.DK.EUR.A,3.8858
2017-05-13,EUR_TL,TP.DK.EUR.A,
2017-05-14,EUR_TL,TP.DK.EUR.A,
2017-05-15,EUR_TL,TP.DK.EUR.A,3.8974
2017-05-16,EUR_TL,TP.DK.EUR.A,3.8946
2017-05-17,EUR_TL,TP.DK.EUR.A,3.9142
2017-05-18,EUR_TL,TP.DK.EUR.A,3.9457
2017-05-19,EUR_TL,TP.DK.EUR.A,
2017-05-20,EUR_TL,TP.DK.EUR.A,
2017-05-21,EUR_TL,TP.DK.EUR.A,
2017-05-22,EUR_TL,TP.DK.EUR.A,4.0203
2017-05-23,EUR_TL,TP.DK.EUR.A,3.9879
2017-05-24,EUR_TL,TP.DK.EUR.A,4.008
2017-05-25,EUR_TL,TP.DK.EUR.A,3.9859
2017-05-26,EUR_TL,TP.DK.EUR.A,3.9957
2017-05-27,EUR_TL,TP.DK.EUR.A,
2017-05-28,EUR_TL,TP.DK.EUR.A,
2017-05-29,EUR_TL,TP.DK.EUR.A,3.998
2017-05-30,EUR_TL,TP.DK.EUR.A,3.9977
2017-05-31,EUR_TL,TP.DK.EUR.A,3.9744
2017-06-01,EUR_TL,TP.DK.EUR.A,3.9558
2017-06-02,EUR_TL,TP.DK.EUR.A,3.966
2017-06-03,EUR_TL,TP.DK.EUR.A,
2017-06-04,EUR_TL,TP.DK.EUR.A,
2017-06-05,EUR_TL,TP.DK.EUR.A,3.9573
2017-06-06,EUR_TL,TP.DK.EUR.A,3.9475
2017-06-07,EUR_TL,TP.DK.EUR.A,3.9743
2017-06-08,EUR_TL,TP.DK.EUR.A,3.9562
2017-06-09,EUR_TL,TP.DK.EUR.A,3.981
2017-06-10,EUR_TL,TP.DK.EUR.A,
2017-06-11,EUR_TL,TP.DK.EUR.A,
2017-06-12,EUR_TL,TP.DK.EUR.A,3.9378
2017-06-13,EUR_TL,TP.DK.EUR.A,3.9478
2017-06-14,EUR_TL,TP.DK.EUR.A,3.9424
2017-06-15,EUR_TL,TP.DK.EUR.A,3.9381
2017-06-16,EUR_TL,TP.DK.EUR.A,3.9161
2017-06-17,EUR_TL,TP.DK.EUR.A,
2017-06-18,EUR_TL,TP.DK.EUR.A,
2017-06-19,EUR_TL,TP.DK.EUR.A,3.9224
2017-06-20,EUR_TL,TP.DK.EUR.A,3.9213
2017-06-21,EUR_TL,TP.DK.EUR.A,3.9284
2017-06-22,EUR_TL,TP.DK.EUR.A,3.938
2017-06-23,EUR_TL,TP.DK.EUR.A,3.9283
2017-06-24,EUR_TL,TP.DK.EUR.A,
2017-06-25,EUR_TL,TP.DK.EUR.A,
2017-06-26,EUR_TL,TP.DK.EUR.A,
2017-06-27,EUR_TL,TP.DK.EUR.A,
2017-06-28,EUR_TL,TP.DK.EUR.A,3.91
2017-06-29,EUR_TL,TP.DK.EUR.A,4.0015
2017-06-30,EUR_TL,TP.DK.EUR.A,4.003
2017-07-01,EUR_TL,TP.DK.EUR.A,
2017-07-02,EUR_TL,TP.DK.EUR.A,
2017-07-03,EUR_TL,TP.DK.EUR.A,4.0126
2017-07-04,EUR_TL,TP.DK.EUR.A,4.0188
2017-07-05,EUR_TL,TP.DK.EUR.A,4.0306
2017-07-06,EUR_TL,TP.DK.EUR.A,4.0587
2017-07-07,EUR_TL,TP.DK.EUR.A,4.1148
2017-07-08,EUR_TL,TP.DK.EUR.A,
2017-07-09,EUR_TL,TP.DK.EUR.A,
2017-07-10,EUR_TL,TP.DK.EUR.A,4.1437
2017-07-11,EUR_TL,TP.DK.EUR.A,4.1072
2017-07-12,EUR_TL,TP.DK.EUR.A,4.137
2017-07-13,EUR_TL,TP.DK.EUR.A,4.1266
2017-07-14,EUR_TL,TP.DK.EUR.A,4.069
2017-07-15,EUR_TL,TP.DK.EUR.A,
2017-07-16,EUR_TL,TP.DK.EUR.A,
2017-07-17,EUR_TL,TP.DK.EUR.A,4.0644
2017-07-18,EUR_TL,TP.DK.EUR.A,4.0517
2017-07-19,EUR_TL,TP.DK.EUR.A,4.0698
2017-07-20,EUR_TL,TP.DK.EUR.A,4.0649
2017-07-21,EUR_TL,TP.DK.EUR.A,4.0612
2017-07-22,EUR_TL,TP.DK.EUR.A,
2017-07-23,EUR_TL,TP.DK.EUR.A,
2017-07-24,EUR_TL,TP.DK.EUR.A,4.111
2017-07-25,EUR_TL,TP.DK.EUR.A,4.1286
2017-07-26,EUR_TL,TP.DK.EUR.A,4.1471
2017-07-27,EUR_TL,TP.DK.EUR.A,4.139
2017-07-28,EUR_TL,TP.DK.EUR.A,4.1316
2017-07-29,EUR_TL,TP.DK.EUR.A,
2017-07-30,EUR_TL,TP.DK.EUR.A,
2017-07-31,EUR_TL,TP.DK.EUR.A,4.1316
2017-08-01,EUR_TL,TP.DK.EUR.A,4.1325
2017-08-02,EUR_TL,TP.DK.EUR.A,4.1558
2017-08-03,EUR_TL,TP.DK.EUR.A,4.1778
2017-08-04,EUR_TL,TP.DK.EUR.A,4.1904
2017-08-05,EUR_TL,TP.DK.EUR.A,
2017-08-06,EUR_TL,TP.DK.EUR.A,
2017-08-07,EUR_TL,TP.DK.EUR.A,4.192
2017-08-08,EUR_TL,TP.DK.EUR.A,4.1644
2017-08-09,EUR_TL,TP.DK.EUR.A,4.1656
2017-08-10,EUR_TL,TP.DK.EUR.A,4.1537
2017-08-11,EUR_TL,TP.DK.EUR.A,4.1431
2017-08-12,EUR_TL,TP.DK.EUR.A,
2017-08-13,EUR_TL,TP.DK.EUR.A,
2017-08-14,EUR_TL,TP.DK.EUR.A,4.1663
2017-08-15,EUR_TL,TP.DK.EUR.A,4.1617
2017-08-16,EUR_TL,TP.DK.EUR.A,4.1439
2017-08-17,EUR_TL,TP.DK.EUR.A,4.1352
2017-08-18,EUR_TL,TP.DK.EUR.A,4.125
2017-08-19,EUR_TL,TP.DK.EUR.A,
2017-08-20,EUR_TL,TP.DK.EUR.A,
2017-08-21,EUR_TL,TP.DK.EUR.A,4.1333
2017-08-22,EUR_TL,TP.DK.EUR.A,4.1242
2017-08-23,EUR_TL,TP.DK.EUR.A,4.117
2017-08-24,EUR_TL,TP.DK.EUR.A,4.1183
2017-08-25,EUR_TL,TP.DK.EUR.A,4.1021
2017-08-26,EUR_TL,TP.DK.EUR.A,
2017-08-27,EUR_TL,TP.DK.EUR.A,
2017-08-28,EUR_TL,TP.DK.EUR.A,4.1046
2017-08-29,EUR_TL,TP.DK.EUR.A,4.1097
2017-08-30,EUR_TL,TP.DK.EUR.A,
2017-08-31,EUR_TL,TP.DK.EUR.A,4.143
2017-09-01,EUR_TL,TP.DK.EUR.A,
2017-09-02,EUR_TL,TP.DK.EUR.A,
2017-09-03,EUR_TL,TP.DK.EUR.A,
2017-09-04,EUR_TL,TP.DK.EUR.A,
2017-09-05,EUR_TL,TP.DK.EUR.A,4.143
2017-09-06,EUR_TL,TP.DK.EUR.A,4.0889
2017-09-07,EUR_TL,TP.DK.EUR.A,4.1047
2017-09-08,EUR_TL,TP.DK.EUR.A,4.0919
2017-09-09,EUR_TL,TP.DK.EUR.A,
2017-09-10,EUR_TL,TP.DK.EUR.A,
2017-09-11,EUR_TL,TP.DK.EUR.A,4.1085
2017-09-12,EUR_TL,TP.DK.EUR.A,4.0796
2017-09-13,EUR_TL,TP.DK.EUR.A,4.0969
2017-09-14,EUR_TL,TP.DK.EUR.A,4.114
2017-09-15,EUR_TL,TP.DK.EUR.A,4.1098
2017-09-16,EUR_TL,TP.DK.EUR.A,
2017-09-17,EUR_TL,TP.DK.EUR.A,
2017-09-18,EUR_TL,TP.DK.EUR.A,4.0963
2017-09-19,EUR_TL,TP.DK.EUR.A,4.1249
2017-09-20,EUR_TL,TP.DK.EUR.A,4.1835
2017-09-21,EUR_TL,TP.DK.EUR.A,4.1725
2017-09-22,EUR_TL,TP.DK.EUR.A,4.1775
2017-09-23,EUR_TL,TP.DK.EUR.A,
2017-09-24,EUR_TL,TP.DK.EUR.A,
2017-09-25,EUR_TL,TP.DK.EUR.A,4.1763
2017-09-26,EUR_TL,TP.DK.EUR.A,4.1818
2017-09-27,EUR_TL,TP.DK.EUR.A,4.1747
2017-09-28,EUR_TL,TP.DK.EUR.A,4.1891
2017-09-29,EUR_TL,TP.DK.EUR.A,4.2023
2017-09-30,EUR_TL,TP.DK.EUR.A,
2017-10-01,EUR_TL,TP.DK.EUR.A,
2017-10-02,EUR_TL,TP.DK.EUR.A,4.1924
2017-10-03,EUR_TL,TP.DK.EUR.A,4.1992
2017-10-04,EUR_TL,TP.DK.EUR.A,4.2007
2017-10-05,EUR_TL,TP.DK.EUR.A,4.1924
2017-10-06,EUR_TL,TP.DK.EUR.A,4.1964
2017-10-07,EUR_TL,TP.DK.EUR.A,
2017-10-08,EUR_TL,TP.DK.EUR.A,
2017-10-09,EUR_TL,TP.DK.EUR.A,4.2168
2017-10-10,EUR_TL,TP.DK.EUR.A,4.3383
2017-10-11,EUR_TL,TP.DK.EUR.A,4.3375
2017-10-12,EUR_TL,TP.DK.EUR.A,4.3451
2017-10-13,EUR_TL,TP.DK.EUR.A,4.3226
2017-10-14,EUR_TL,TP.DK.EUR.A,
2017-10-15,EUR_TL,TP.DK.EUR.A,
2017-10-16,EUR_TL,TP.DK.EUR.A,4.3142
2017-10-17,EUR_TL,TP.DK.EUR.A,4.2933
2017-10-18,EUR_TL,TP.DK.EUR.A,4.2989
2017-10-19,EUR_TL,TP.DK.EUR.A,4.3184
2017-10-20,EUR_TL,TP.DK.EUR.A,4.3258
2017-10-21,EUR_TL,TP.DK.EUR.A,
2017-10-22,EUR_TL,TP.DK.EUR.A,
2017-10-23,EUR_TL,TP.DK.EUR.A,4.3219
2017-10-24,EUR_TL,TP.DK.EUR.A,4.3445
2017-10-25,EUR_TL,TP.DK.EUR.A,4.3637
2017-10-26,EUR_TL,TP.DK.EUR.A,4.3909
2017-10-27,EUR_TL,TP.DK.EUR.A,4.4468
2017-10-28,EUR_TL,TP.DK.EUR.A,
2017-10-29,EUR_TL,TP.DK.EUR.A,
2017-10-30,EUR_TL,TP.DK.EUR.A,4.4378
2017-10-31,EUR_TL,TP.DK.EUR.A,4.3848
2017-11-01,EUR_TL,TP.DK.EUR.A,4.3942
2017-11-02,EUR_TL,TP.DK.EUR.A,4.4326
2017-11-03,EUR_TL,TP.DK.EUR.A,4.4339
2017-11-04,EUR_TL,TP.DK.EUR.A,
2017-11-05,EUR_TL,TP.DK.EUR.A,
2017-11-06,EUR_TL,TP.DK.EUR.A,4.4504
2017-11-07,EUR_TL,TP.DK.EUR.A,4.4787
2017-11-08,EUR_TL,TP.DK.EUR.A,4.4609
2017-11-09,EUR_TL,TP.DK.EUR.A,4.5014
2017-11-10,EUR_TL,TP.DK.EUR.A,4.4742
2017-11-11,EUR_TL,TP.DK.EUR.A,
2017-11-12,EUR_TL,TP.DK.EUR.A,
2017-11-13,EUR_TL,TP.DK.EUR.A,4.4998
2017-11-14,EUR_TL,TP.DK.EUR.A,4.5021
2017-11-15,EUR_TL,TP.DK.EUR.A,4.5253
2017-11-16,EUR_TL,TP.DK.EUR.A,4.5939
2017-11-17,EUR_TL,TP.DK.EUR.A,4.5564
2017-11-18,EUR_TL,TP.DK.EUR.A,
2017-11-19,EUR_TL,TP.DK.EUR.A,
2017-11-20,EUR_TL,TP.DK.EUR.A,4.576
2017-11-21,EUR_TL,TP.DK.EUR.A,4.577
2017-11-22,EUR_TL,TP.DK.EUR.A,4.6378
2017-11-23,EUR_TL,TP.DK.EUR.A,4.6547
2017-11-24,EUR_TL,TP.DK.EUR.A,4.6375
2017-11-25,EUR_TL,TP.DK.EUR.A,
2017-11-26,EUR_TL,TP.DK.EUR.A,
2017-11-27,EUR_TL,TP.DK.EUR.A,4.6677
2017-11-28,EUR_TL,TP.DK.EUR.A,4.6878
2017-11-29,EUR_TL,TP.DK.EUR.A,4.6642
2017-11-30,EUR_TL,TP.DK.EUR.A,4.6853
2017-12-01,EUR_TL,TP.DK.EUR.A,4.6663
2017-12-02,EUR_TL,TP.DK.EUR.A,
2017-12-03,EUR_TL,TP.DK.EUR.A,
2017-12-04,EUR_TL,TP.DK.EUR.A,4.6832
2017-12-05,EUR_TL,TP.DK.EUR.A,4.6472
2017-12-06,EUR_TL,TP.DK.EUR.A,4.5804
2017-12-07,EUR_TL,TP.DK.EUR.A,4.5555
2017-12-08,EUR_TL,TP.DK.EUR.A,4.5518
2017-12-09,EUR_TL,TP.DK.EUR.A,
2017-12-10,EUR_TL,TP.DK.EUR.A,
2017-12-11,EUR_TL,TP.DK.EUR.A,4.5265
2017-12-12,EUR_TL,TP.DK.EUR.A,4.5128
2017-12-13,EUR_TL,TP.DK.EUR.A,4.5086
2017-12-14,EUR_TL,TP.DK.EUR.A,4.5092
2017-12-15,EUR_TL,TP.DK.EUR.A,4.5316
2017-12-16,EUR_TL,TP.DK.EUR.A,
2017-12-17,EUR_TL,TP.DK.EUR.A,
2017-12-18,EUR_TL,TP.DK.EUR.A,4.5511
2017-12-19,EUR_TL,TP.DK.EUR.A,4.5385
2017-12-20,EUR_TL,TP.DK.EUR.A,4.5271
2017-12-21,EUR_TL,TP.DK.EUR.A,4.5394
2017-12-22,EUR_TL,TP.DK.EUR.A,4.5382
2017-12-23,EUR_TL,TP.DK.EUR.A,
2017-12-24,EUR_TL,TP.DK.EUR.A,
2017-12-25,EUR_TL,TP.DK.EUR.A,4.5171
2017-12-26,EUR_TL,TP.DK.EUR.A,4.5205
2017-12-27,EUR_TL,TP.DK.EUR.A,4.5116
2017-12-28,EUR_TL,TP.DK.EUR.A,4.5385
2017-12-29,EUR_TL,TP.DK.EUR.A,4.5478
2017-12-30,EUR_TL,TP.DK.EUR.A,
2017-12-31,EUR_TL,TP.DK.EUR.A,
2018-01-01,EUR_TL,TP.DK.EUR.A,
2018-01-02,EUR_TL,TP.DK.EUR.A,4.5155
2018-01-03,EUR_TL,TP.DK.EUR.A,4.5375
2018-01-04,EUR_TL,TP.DK.EUR.A,4.5267
2018-01-05,EUR_TL,TP.DK.EUR.A,4.5269
2018-01-06,EUR_TL,TP.DK.EUR.A,
2018-01-07,EUR_TL,TP.DK.EUR.A,
2018-01-08,EUR_TL,TP.DK.EUR.A,4.5144
2018-01-09,EUR_TL,TP.DK.EUR.A,4.493
2018-01-10,EUR_TL,TP.DK.EUR.A,4.484
2018-01-11,EUR_TL,TP.DK.EUR.A,4.5255
2018-01-12,EUR_TL,TP.DK.EUR.A,4.5287
2018-01-13,EUR_TL,TP.DK.EUR.A,
2018-01-14,EUR_TL,TP.DK.EUR.A,
2018-01-15,EUR_TL,TP.DK.EUR.A,4.5517
2018-01-16,EUR_TL,TP.DK.EUR.A,4.6015
2018-01-17,EUR_TL,TP.DK.EUR.A,4.6679
2018-01-18,EUR_TL,TP.DK.EUR.A,4.6624
2018-01-19,EUR_TL,TP.DK.EUR.A,4.6385
2018-01-20,EUR_TL,TP.DK.EUR.A,
2018-01-21,EUR_TL,TP.DK.EUR.A,
2018-01-22,EUR_TL,TP.DK.EUR.A,4.6367
2018-01-23,EUR_TL,TP.DK.EUR.A,4.6647
2018-01-24,EUR_TL,TP.DK.EUR.A,4.6369
2018-01-25,EUR_TL,TP.DK.EUR.A,4.6307
2018-01-26,EUR_TL,TP.DK.EUR.A,4.6465
2018-01-27,EUR_TL,TP.DK.EUR.A,
2018-01-28,EUR_TL,TP.DK.EUR.A,
2018-01-29,EUR_TL,TP.DK.EUR.A,4.6557
2018-01-30,EUR_TL,TP.DK.EUR.A,4.6804
2018-01-31,EUR_TL,TP.DK.EUR.A,4.6824
2018-02-01,EUR_TL,TP.DK.EUR.A,4.6728
2018-02-02,EUR_TL,TP.DK.EUR.A,4.6671
2018-02-03,EUR_TL,TP.DK.EUR.A,
2018-02-04,EUR_TL,TP.DK.EUR.A,
2018-02-05,EUR_TL,TP.DK.EUR.A,4.6795
2018-02-06,EUR_TL,TP.DK.EUR.A,4.6867
2018-02-07,EUR_TL,TP.DK.EUR.A,4.6843
2018-02-08,EUR_TL,TP.DK.EUR.A,4.6638
2018-02-09,EUR_TL,TP.DK.EUR.A,4.6629
2018-02-10,EUR_TL,TP.DK.EUR.A,
2018-02-11,EUR_TL,TP.DK.EUR.A,
2018-02-12,EUR_TL,TP.DK.EUR.A,4.6749
2018-02-13,EUR_TL,TP.DK.EUR.A,4.6718
2018-02-14,EUR_TL,TP.DK.EUR.A,4.6793
2018-02-15,EUR_TL,TP.DK.EUR.A,4.6938
2018-02-16,EUR_TL,TP.DK.EUR.A,4.7089
2018-02-17,EUR_TL,TP.DK.EUR.A,
2018-02-18,EUR_TL,TP.DK.EUR.A,
2018-02-19,EUR_TL,TP.DK.EUR.A,4.6967
2018-02-20,EUR_TL,TP.DK.EUR.A,4.6593
2018-02-21,EUR_TL,TP.DK.EUR.A,4.6575
2018-02-22,EUR_TL,TP.DK.EUR.A,4.6641
2018-02-23,EUR_TL,TP.DK.EUR.A,4.6666
2018-02-24,EUR_TL,TP.DK.EUR.A,
2018-02-25,EUR_TL,TP.DK.EUR.A,
2018-02-26,EUR_TL,TP.DK.EUR.A,4.6527
2018-02-27,EUR_TL,TP.DK.EUR.A,4.6561
2018-02-28,EUR_TL,TP.DK.EUR.A,4.6646
2018-03-01,EUR_TL,TP.DK.EUR.A,4.6439
2018-03-02,EUR_TL,TP.DK.EUR.A,4.6434
2018-03-03,EUR_TL,TP.DK.EUR.A,
2018-03-04,EUR_TL,TP.DK.EUR.A,
2018-03-05,EUR_TL,TP.DK.EUR.A,4.6705
2018-03-06,EUR_TL,TP.DK.EUR.A,4.6963
2018-03-07,EUR_TL,TP.DK.EUR.A,4.693
2018-03-08,EUR_TL,TP.DK.EUR.A,4.7154
2018-03-09,EUR_TL,TP.DK.EUR.A,4.7192
2018-03-10,EUR_TL,TP.DK.EUR.A,
2018-03-11,EUR_TL,TP.DK.EUR.A,
2018-03-12,EUR_TL,TP.DK.EUR.A,4.6969
2018-03-13,EUR_TL,TP.DK.EUR.A,4.6997
2018-03-14,EUR_TL,TP.DK.EUR.A,4.7544
2018-03-15,EUR_TL,TP.DK.EUR.A,4.7787
2018-03-16,EUR_TL,TP.DK.EUR.A,4.8057
2018-03-17,EUR_TL,TP.DK.EUR.A,
2018-03-18,EUR_TL,TP.DK.EUR.A,
2018-03-19,EUR_TL,TP.DK.EUR.A,4.8103
2018-03-20,EUR_TL,TP.DK.EUR.A,4.8335
2018-03-21,EUR_TL,TP.DK.EUR.A,4.8516
2018-03-22,EUR_TL,TP.DK.EUR.A,4.8223
2018-03-23,EUR_TL,TP.DK.EUR.A,4.8245
2018-03-24,EUR_TL,TP.DK.EUR.A,
2018-03-25,EUR_TL,TP.DK.EUR.A,
2018-03-26,EUR_TL,TP.DK.EUR.A,4.8853
2018-03-27,EUR_TL,TP.DK.EUR.A,4.9251
2018-03-28,EUR_TL,TP.DK.EUR.A,4.9414
2018-03-29,EUR_TL,TP.DK.EUR.A,4.95
2018-03-30,EUR_TL,TP.DK.EUR.A,4.9191
2018-03-31,EUR_TL,TP.DK.EUR.A,
2018-04-01,EUR_TL,TP.DK.EUR.A,
2018-04-02,EUR_TL,TP.DK.EUR.A,4.8673
2018-04-03,EUR_TL,TP.DK.EUR.A,4.88
2018-04-04,EUR_TL,TP.DK.EUR.A,4.8946
2018-04-05,EUR_TL,TP.DK.EUR.A,4.9228
2018-04-06,EUR_TL,TP.DK.EUR.A,4.9396
2018-04-07,EUR_TL,TP.DK.EUR.A,
2018-04-08,EUR_TL,TP.DK.EUR.A,
2018-04-09,EUR_TL,TP.DK.EUR.A,4.9588
2018-04-10,EUR_TL,TP.DK.EUR.A,4.9798
2018-04-11,EUR_TL,TP.DK.EUR.A,5.019
2018-04-12,EUR_TL,TP.DK.EUR.A,5.1305
2018-04-13,EUR_TL,TP.DK.EUR.A,5.097
2018-04-14,EUR_TL,TP.DK.EUR.A,
2018-04-15,EUR_TL,TP.DK.EUR.A,
2018-04-16,EUR_TL,TP.DK.EUR.A,5.0279
2018-04-17,EUR_TL,TP.DK.EUR.A,5.0619
2018-04-18,EUR_TL,TP.DK.EUR.A,5.0747
2018-04-19,EUR_TL,TP.DK.EUR.A,5.0665
2018-04-20,EUR_TL,TP.DK.EUR.A,4.9841
2018-04-21,EUR_TL,TP.DK.EUR.A,
2018-04-22,EUR_TL,TP.DK.EUR.A,
2018-04-23,EUR_TL,TP.DK.EUR.A,
2018-04-24,EUR_TL,TP.DK.EUR.A,4.967
2018-04-25,EUR_TL,TP.DK.EUR.A,4.9862
2018-04-26,EUR_TL,TP.DK.EUR.A,4.972
2018-04-27,EUR_TL,TP.DK.EUR.A,4.9503
2018-04-28,EUR_TL,TP.DK.EUR.A,
2018-04-29,EUR_TL,TP.DK.EUR.A,
2018-04-30,EUR_TL,TP.DK.EUR.A,4.8961
2018-05-01,EUR_TL,TP.DK.EUR.A,
2018-05-02,EUR_TL,TP.DK.EUR.A,4.8917
2018-05-03,EUR_TL,TP.DK.EUR.A,4.9472
2018-05-04,EUR_TL,TP.DK.EUR.A,5.0243
2018-05-05,EUR_TL,TP.DK.EUR.A,
2018-05-06,EUR_TL,TP.DK.EUR.A,
2018-05-07,EUR_TL,TP.DK.EUR.A,5.0911
2018-05-08,EUR_TL,TP.DK.EUR.A,5.0746
2018-05-09,EUR_TL,TP.DK.EUR.A,5.092
2018-05-10,EUR_TL,TP.DK.EUR.A,5.0834
2018-05-11,EUR_TL,TP.DK.EUR.A,5.0668
2018-05-12,EUR_TL,TP.DK.EUR.A,
2018-05-13,EUR_TL,TP.DK.EUR.A,
2018-05-14,EUR_TL,TP.DK.EUR.A,5.0757
2018-05-15,EUR_TL,TP.DK.EUR.A,5.1741
2018-05-16,EUR_TL,TP.DK.EUR.A,5.2365
2018-05-17,EUR_TL,TP.DK.EUR.A,5.2687
2018-05-18,EUR_TL,TP.DK.EUR.A,5.2412
2018-05-19,EUR_TL,TP.DK.EUR.A,
